student_id,name,gender,branch,semester,career_goal,primary_interest,learning_style,family_income,part_time_job,cgpa,prev_semester_cgpa,attendance_percent,study_hours_per_day,sleep_hours_per_day,stress_level,library_visits_per_week,backlogs,internships_completed,projects_completed,certifications,hackathons_participated,extracurricular_activities,performance_label,recommended_courses,programming_score,math_score,circuits_score,mechanics_score,design_score,communication_score,critical_thinking_score
ENG20210843,Sameer Desai,Male,Mechanical,3,Design Engineer,3D Printing,Auditory,3–6 LPA,0,7.41,7.06,90,7.8,7.9,3,0,1,0,0,0,0,1,Average,Thermodynamics|Fluid Mechanics|Robotics & Automation|Python Programming for Engineers,39,57,33,71,60,62,68
ENG20210844,Lakshmi Ghosh,Female,Civil,3,Geotechnical Engineer,Sustainability,Visual,10–20 LPA,0,5.25,5.64,61,5.3,5.7,4,3,0,1,1,1,2,1,Below Average,Construction Management|Geotechnical Engineering|Transportation Engineering|Python Programming for Engineers|Critical Thinking & Problem Solving|Academic Skill Development Workshop,12,51,11,51,62,50,34
ENG20220845,Arya Ghosh,Female,Electronics & Communication,4,Embedded Engineer,Robotics,Reading/Writing,> 20 LPA,0,6.15,5.99,59,5.1,5.3,2,3,0,1,2,4,1,0,Average,Optical Communications|Embedded Systems|Digital Signal Processing|Technical Communication & Presentation Skills,47,70,52,28,47,38,47
ENG20200846,Akash Roy,Male,Computer Science,1,Full Stack Developer,Gaming Tech,Visual,10–20 LPA,0,6.96,6.96,88,7.8,7.7,3,5,1,1,1,2,0,2,Average,Data Structures & Algorithms|Machine Learning|Cybersecurity|Web Technologies|API Design|Mobile App Development,58,51,47,28,56,52,66
ENG20240847,Mayank Kapoor,Male,Electronics & Communication,8,Telecom Engineer,Signal Processing,Reading/Writing,3–6 LPA,0,6.65,6.49,93,4.7,7.9,4,1,0,0,1,1,1,0,Average,Embedded Systems|RF Engineering|IoT Systems|Industrial Internship & Project Management,48,73,64,32,45,45,63
ENG20240848,Nandini Shah,Female,Computer Science,8,Software Engineer,Cybersecurity,Auditory,3–6 LPA,0,7.37,7.58,70,8.2,6.6,4,4,0,1,0,0,1,1,Average,Computer Networks|Database Management|Cybersecurity|Research Methodology & Technical Writing|Industrial Internship & Project Management,66,62,41,29,62,63,65
ENG20230849,Pragya Das,Female,Aerospace,6,Avionics Engineer,Propulsion,Kinesthetic,6–10 LPA,0,6.62,6.44,78,6.1,4.9,5,3,0,1,2,2,1,0,Average,Computational Fluid Dynamics|Aerodynamics|Avionics|Industrial Internship & Project Management,52,56,48,79,48,48,66
ENG20210850,Aryan Malhotra,Male,Computer Science,2,DevOps Engineer,Cloud Computing,Kinesthetic,> 20 LPA,0,6.49,6.52,79,2.3,7.4,4,2,0,0,1,0,0,0,Average,Data Structures & Algorithms|Operating Systems|Cloud Computing|DevOps|Microservices Architecture,80,60,31,43,49,46,58
ENG20210851,Kavitha Agarwal,Female,Computer Science,2,Software Engineer,Cloud Computing,Visual,6–10 LPA,1,5.28,4.95,68,8.0,5.1,3,1,4,1,3,2,0,3,Below Average,Operating Systems|Computer Networks|Database Management|Technical Communication & Presentation Skills|Academic Skill Development Workshop,70,46,36,18,51,44,59
ENG20230852,Tanya Shah,Female,Chemical,7,Petroleum Engineer,Biotechnology,Visual,3–6 LPA,0,5.94,5.39,73,3.8,6.3,1,3,0,2,1,0,0,1,Average,Mass Transfer|Green Chemistry|Petroleum Refining|Python Programming for Engineers|Technical Communication & Presentation Skills|Critical Thinking & Problem Solving,33,52,32,46,32,41,40
ENG20210853,Shruti Pillai,Female,Computer Science,3,Software Engineer,AI/ML,Kinesthetic,10–20 LPA,0,6.52,6.55,66,5.0,7.3,3,0,0,1,1,3,0,1,Average,Computer Networks|Machine Learning|Cloud Computing|Technical Communication & Presentation Skills,70,49,30,31,30,41,56
ENG20230854,Ananya Das,Female,Chemical,7,Environmental Engineer,Polymer Science,Auditory,10–20 LPA,0,5.4,5.77,94,4.1,5.9,3,2,2,2,0,2,0,0,Below Average,Process Control|Polymer Engineering|Reaction Engineering|Python Programming for Engineers|Academic Skill Development Workshop|Industrial Internship & Project Management,35,55,39,44,27,59,46
ENG20220855,Kritika Srivastava,Female,Computer Science,4,DevOps Engineer,AI/ML,Kinesthetic,10–20 LPA,0,6.84,7.2,69,8.1,7.0,2,3,1,0,1,3,0,3,Average,Database Management|Data Structures & Algorithms|Machine Learning|Cloud Computing|DevOps|Microservices Architecture,81,58,38,39,45,42,63
ENG20210856,Komal Naik,Female,Computer Science,3,Software Engineer,AI/ML,Reading/Writing,3–6 LPA,0,5.77,5.3,61,3.0,7.5,4,0,0,0,0,1,1,0,Below Average,Machine Learning|Computer Networks|Cybersecurity|Technical Communication & Presentation Skills|Academic Skill Development Workshop,65,54,26,14,46,39,51
ENG20210857,Swati Shah,Female,Mechanical,3,R&D Engineer,Robotics,Reading/Writing,3–6 LPA,1,6.97,7.09,83,8.0,7.5,3,3,0,2,3,0,1,1,Good,Manufacturing Processes|Robotics & Automation|CAD/CAM|Python Programming for Engineers,38,58,33,68,64,56,59
ENG20240858,Vivek Kapoor,Male,Electrical,8,Control Systems Engineer,Renewable Energy,Kinesthetic,< 3 LPA,1,4.03,4.37,82,0.6,7.6,2,1,1,0,0,3,1,3,Below Average,Power Electronics|Smart Grid Technology|Renewable Energy Systems|Python Programming for Engineers|Technical Communication & Presentation Skills|Critical Thinking & Problem Solving,41,47,57,33,31,29,42
ENG20240859,Rishabh Mishra,Male,Computer Science,8,Full Stack Developer,Cloud Computing,Auditory,10–20 LPA,0,6.84,6.95,89,6.1,6.3,4,0,0,1,0,1,1,3,Average,Operating Systems|Database Management|Cloud Computing|Web Technologies|API Design|Mobile App Development,66,54,25,31,43,58,64
ENG20230860,Lavanya Malhotra,Female,Aerospace,6,Systems Engineer,Defense Tech,Visual,3–6 LPA,0,7.09,6.78,89,6.3,5.7,2,1,0,1,0,0,0,1,Average,Propulsion Systems|Avionics|Aerodynamics|Research Methodology & Technical Writing|Industrial Internship & Project Management,50,60,44,63,56,48,60
ENG20220861,Ananya Mehta,Female,Computer Science,5,Software Engineer,Cloud Computing,Kinesthetic,10–20 LPA,0,5.44,5.61,75,6.7,7.3,5,1,3,1,2,1,1,0,Below Average,Database Management|Cybersecurity|Cloud Computing|Academic Skill Development Workshop,63,52,22,22,37,46,58
ENG20210862,Uday Chakraborty,Male,Computer Science,2,AI Researcher,Cloud Computing,Auditory,6–10 LPA,0,4.29,4.0,48,2.4,6.5,3,1,1,0,2,1,2,0,Below Average,Operating Systems|Cybersecurity|Database Management|Machine Learning|NLP|Deep Learning,46,39,19,3,39,49,41
ENG20220863,Nishant Jain,Male,Information Technology,4,Product Manager,Web Dev,Auditory,6–10 LPA,1,8.3,8.18,75,8.1,6.0,1,0,0,1,1,2,0,2,Good,Network Security|Mobile App Development|API Design,73,60,38,32,54,64,65
ENG20210864,Gaurav Mishra,Male,Aerospace,2,Propulsion Engineer,Defense Tech,Visual,> 20 LPA,1,8.07,8.37,85,12.4,7.0,2,4,0,3,3,3,2,0,Excellent,Mission Analysis|Propulsion Systems|Avionics,60,67,48,74,75,70,73
ENG20210865,Harsh Sinha,Male,Computer Science,2,Software Engineer,Cloud Computing,Visual,6–10 LPA,1,7.02,7.28,67,9.6,5.8,3,2,0,1,1,1,1,0,Average,Computer Networks|Database Management|Operating Systems,80,53,40,20,58,50,58
ENG20240866,Payal Das,Female,Civil,8,Project Manager,Urban Planning,Kinesthetic,3–6 LPA,0,6.13,6.18,76,8.3,6.2,3,1,2,0,2,2,0,1,Average,Structural Analysis|Transportation Engineering|Smart Infrastructure|Python Programming for Engineers|Industrial Internship & Project Management,36,52,22,58,67,53,52
ENG20220867,Meera Sharma,Female,Computer Science,5,ML Engineer,Web Development,Reading/Writing,3–6 LPA,0,7.89,8.1,65,9.4,7.3,1,2,1,0,0,2,0,1,Good,Cloud Computing|Data Structures & Algorithms|Computer Networks|Machine Learning|Deep Learning|Feature Engineering,86,49,46,24,47,59,91
ENG20240868,Jatin Gupta,Male,Computer Science,8,Software Engineer,Web Development,Auditory,6–10 LPA,0,6.6,6.3,74,7.1,8.5,4,2,1,2,2,1,0,1,Average,Database Management|Data Structures & Algorithms|Cybersecurity|Industrial Internship & Project Management,66,56,33,20,52,68,73
ENG20210869,Lokesh Verma,Male,Electronics & Communication,2,RF Engineer,5G Networks,Kinesthetic,6–10 LPA,1,4.73,4.53,86,1.8,7.5,5,4,0,1,3,0,0,1,Below Average,5G Technology|Optical Communications|Digital Signal Processing|Technical Communication & Presentation Skills|Academic Skill Development Workshop,48,52,52,32,34,33,45
ENG20200870,Harini Rao,Female,Computer Science,1,AI Researcher,Cloud Computing,Visual,6–10 LPA,0,7.61,7.61,87,6.6,5.8,4,0,0,0,3,1,2,1,Good,Database Management|Cybersecurity|Cloud Computing|Machine Learning|NLP|Deep Learning,70,63,40,40,52,48,77
ENG20230871,Dhruv Pillai,Male,Mechanical,6,Robotics Engineer,Simulation,Auditory,3–6 LPA,0,4.0,4.0,67,5.0,9.4,3,3,4,1,1,5,2,3,At Risk,Finite Element Analysis|Product Design|Fluid Mechanics|Robotics & Automation|CAD/CAM|Python Programming for Engineers,18,52,20,59,41,39,34
ENG20220872,Suraj Tiwari,Male,Mechanical,4,Robotics Engineer,Automotive,Visual,6–10 LPA,0,6.48,6.74,100,3.3,7.7,4,1,0,2,1,2,0,0,Average,Robotics & Automation|Finite Element Analysis|Product Design|CAD/CAM|Python Programming for Engineers|Critical Thinking & Problem Solving,30,48,35,63,63,64,43
ENG20220873,Kartik Shah,Male,Electronics & Communication,5,Embedded Engineer,VLSI Design,Reading/Writing,6–10 LPA,1,5.82,6.12,81,6.9,6.8,3,4,2,0,1,1,0,1,Below Average,IoT Systems|5G Technology|RF Engineering|Academic Skill Development Workshop,54,65,63,32,39,51,64
ENG20220874,Kartik Kaur,Male,Electronics & Communication,4,Embedded Engineer,Robotics,Auditory,10–20 LPA,0,6.23,6.29,100,7.6,8.0,4,3,3,2,0,1,3,1,Average,RF Engineering|VLSI Design|5G Technology,52,62,68,30,25,66,52
ENG20210875,Aarav Mishra,Male,Data Science,3,ML Engineer,Finance Analytics,Reading/Writing,6–10 LPA,0,7.12,6.55,63,6.7,7.1,4,1,0,2,1,2,1,0,Average,Big Data Analytics|Statistical Learning|Time Series Analysis|Machine Learning|Deep Learning|Feature Engineering,81,89,39,20,37,47,71
ENG20230876,Aarav Pillai,Male,Electrical,6,EV Engineer,Power Electronics,Auditory,3–6 LPA,0,7.32,7.32,79,8.5,5.9,4,0,0,2,2,1,2,0,Good,EV Engineering|Smart Grid Technology|Control Systems|Research Methodology & Technical Writing|Industrial Internship & Project Management,49,64,69,41,46,62,59
ENG20210877,Uday Roy,Male,Mechanical,3,Robotics Engineer,Automotive,Visual,10–20 LPA,0,7.77,8.48,74,9.8,5.8,4,5,0,3,1,2,0,2,Good,Product Design|Manufacturing Processes|Thermodynamics|Robotics & Automation|Finite Element Analysis|CAD/CAM,42,69,34,71,73,65,65
ENG20210878,Nishant Ahuja,Male,Computer Science,2,Software Engineer,Cybersecurity,Visual,3–6 LPA,0,6.37,6.32,78,7.2,8.7,4,2,1,0,2,1,0,1,Average,Cybersecurity|Data Structures & Algorithms|Database Management,52,58,53,23,56,47,61
ENG20210879,Aanya Mehta,Female,Information Technology,3,API Engineer,Mobile Apps,Kinesthetic,10–20 LPA,0,5.71,6.0,97,6.9,6.0,4,2,4,0,2,0,0,2,Below Average,Network Security|Software Engineering|Mobile App Development|Technical Communication & Presentation Skills|Academic Skill Development Workshop,73,50,19,18,38,42,56
ENG20210880,Suraj Krishnan,Other,Biomedical,3,Medical Device Engineer,Drug Discovery,Reading/Writing,3–6 LPA,1,5.56,5.36,52,4.8,7.5,4,1,0,3,0,2,0,1,Below Average,Medical Imaging|Drug Discovery ML|Bioinformatics|Python Programming for Engineers|Technical Communication & Presentation Skills|Academic Skill Development Workshop,35,54,40,26,45,39,60
ENG20240881,Rohan Shah,Male,Electronics & Communication,8,Signal Processing Engineer,IoT,Visual,6–10 LPA,0,7.03,7.05,76,9.0,8.5,3,1,0,0,0,0,0,1,Average,Optical Communications|Digital Signal Processing|IoT Systems|Research Methodology & Technical Writing|Industrial Internship & Project Management,46,62,64,47,51,56,68
ENG20220882,Alisha Chakraborty,Female,Civil,4,Project Manager,Smart Cities,Auditory,6–10 LPA,0,4.0,4.37,75,1.6,6.4,5,0,2,2,2,1,2,1,At Risk,BIM|Construction Management|Transportation Engineering|Python Programming for Engineers|Advanced Engineering Mathematics|Critical Thinking & Problem Solving,12,33,12,33,47,48,34
ENG20230883,Rohan Verma,Male,Data Science,7,Quant Analyst,Statistics,Reading/Writing,6–10 LPA,0,6.57,6.95,81,6.6,6.5,3,1,2,1,1,4,2,0,Average,Deep Learning|NLP|Data Visualization|Industrial Internship & Project Management,62,72,21,28,20,53,59
ENG20230884,Divya Agarwal,Female,Information Technology,7,DevOps Engineer,DevOps,Reading/Writing,10–20 LPA,0,6.93,6.96,91,4.8,6.4,1,0,1,3,0,2,0,0,Average,Web Technologies|Network Security|Microservices Architecture|Cloud Computing|DevOps|Industrial Internship & Project Management,67,71,21,17,49,59,69
ENG20210885,Rohit Saxena,Male,Biomedical,2,Bioinformatics Scientist,Drug Discovery,Kinesthetic,6–10 LPA,0,7.29,7.42,88,7.7,6.8,3,0,0,1,1,3,0,2,Good,Drug Discovery ML|Clinical Data Analysis|Biomedical Instrumentation|Bioinformatics,49,56,57,44,47,66,53
ENG20230886,Harini Rao,Female,Mechanical,6,Robotics Engineer,Simulation,Visual,6–10 LPA,0,6.86,6.84,85,6.7,8.1,4,3,0,0,0,1,1,0,Average,Finite Element Analysis|Thermodynamics|Robotics & Automation|CAD/CAM|Python Programming for Engineers|Technical Communication & Presentation Skills,34,52,32,60,67,34,61
ENG20220887,Tanvi Srivastava,Female,Mechanical,5,R&D Engineer,Aerospace,Reading/Writing,3–6 LPA,0,7.11,6.88,82,6.6,8.4,4,2,0,0,1,2,1,3,Average,Fluid Mechanics|Robotics & Automation|Finite Element Analysis|Python Programming for Engineers|Research Methodology & Technical Writing,29,76,45,65,56,54,84
ENG20210888,Arya Rao,Female,Computer Science,3,DevOps Engineer,Cybersecurity,Reading/Writing,< 3 LPA,0,6.1,5.87,89,1.3,6.3,3,3,0,2,1,3,0,0,Average,Data Structures & Algorithms|Database Management|Machine Learning|Cloud Computing|DevOps|Microservices Architecture,53,59,29,25,30,44,56
ENG20200889,Komal Jain,Female,Data Science,1,BI Engineer,AI/ML,Reading/Writing,3–6 LPA,0,8.59,8.59,100,9.8,7.3,2,0,1,2,4,1,0,1,Good,NLP|Big Data Analytics|Data Visualization,72,85,28,35,50,51,83
ENG20220890,Amit Gupta,Male,Computer Science,4,AI Researcher,Gaming Tech,Visual,6–10 LPA,0,4.05,4.26,97,3.3,5.2,4,1,2,2,1,3,3,1,Below Average,Machine Learning|Computer Networks|Cloud Computing|NLP|Deep Learning|Advanced Engineering Mathematics,51,35,23,17,45,38,42
ENG20210891,Khushi Kaur,Female,Civil,3,Geotechnical Engineer,Sustainability,Reading/Writing,6–10 LPA,0,7.48,7.16,74,9.1,8.1,4,3,0,0,1,2,1,0,Good,Construction Management|Transportation Engineering|Structural Analysis|Python Programming for Engineers,36,69,27,60,65,49,72
ENG20220892,Akash Iyer,Male,Electrical,4,Smart Grid Engineer,Motor Drives,Reading/Writing,3–6 LPA,1,7.96,7.69,83,10.2,6.6,5,3,0,1,0,3,0,0,Good,Power Systems|Renewable Energy Systems|Electric Machines,45,79,55,50,43,50,57
ENG20220893,Siddharth Patel,Male,Information Technology,4,Cybersecurity Analyst,Mobile Apps,Visual,< 3 LPA,0,6.2,6.37,86,8.5,7.0,4,1,2,0,3,0,0,0,Average,Microservices Architecture|Mobile App Development|API Design,69,69,37,25,57,53,61
ENG20220894,Shreya Verma,Female,Aerospace,4,Avionics Engineer,Spacecraft Design,Auditory,10–20 LPA,1,6.43,6.16,72,5.9,7.2,2,1,0,1,2,0,2,3,Average,Mission Analysis|Spacecraft Design|Avionics|Python Programming for Engineers,34,51,42,70,53,56,54
ENG20230895,Rohit Kaur,Male,Electrical,6,Smart Grid Engineer,Power Electronics,Kinesthetic,10–20 LPA,0,6.57,6.37,86,3.5,7.6,2,0,0,3,1,1,0,1,Average,Control Systems|EV Engineering|Renewable Energy Systems|Technical Communication & Presentation Skills|Industrial Internship & Project Management,50,71,64,54,39,33,51
ENG20210896,Meera Ghosh,Female,Civil,3,BIM Manager,Urban Planning,Kinesthetic,6–10 LPA,1,5.38,5.13,65,4.9,8.5,5,3,0,2,1,0,0,3,Below Average,Transportation Engineering|Structural Analysis|Smart Infrastructure|Python Programming for Engineers|Academic Skill Development Workshop,27,49,22,63,56,55,45
ENG20220897,Tanvi Iyer,Female,Mechanical,5,Design Engineer,Robotics,Visual,< 3 LPA,0,5.09,4.94,75,2.6,6.5,4,0,0,1,1,4,0,1,Below Average,Finite Element Analysis|Manufacturing Processes|CAD/CAM|Python Programming for Engineers|Advanced Engineering Mathematics|Technical Communication & Presentation Skills,10,43,25,58,51,38,35
ENG20240898,Harsh Nair,Male,Computer Science,8,ML Engineer,Cybersecurity,Auditory,10–20 LPA,0,6.75,6.86,89,7.2,6.4,3,1,2,0,1,0,0,0,Average,Machine Learning|Cloud Computing|Database Management|Deep Learning|Feature Engineering|Industrial Internship & Project Management,70,64,26,31,51,52,54
ENG20210899,Karan Malhotra,Male,Information Technology,2,DevOps Engineer,Mobile Apps,Auditory,10–20 LPA,0,4.47,5.25,78,0.9,5.3,1,7,2,3,1,1,1,2,Below Average,Microservices Architecture|DevOps|Software Engineering|Cloud Computing|Advanced Engineering Mathematics|Academic Skill Development Workshop,51,43,0,5,44,47,46
ENG20230900,Meera Kumar,Female,Mechanical,7,CFD Engineer,3D Printing,Kinesthetic,10–20 LPA,0,7.81,7.44,64,10.8,6.0,4,2,0,0,0,1,1,0,Good,Finite Element Analysis|Product Design|Fluid Mechanics|Research Methodology & Technical Writing|Industrial Internship & Project Management,51,61,38,91,41,61,65
ENG20220901,Nikhil Patel,Male,Computer Science,4,AI Researcher,Web Development,Reading/Writing,> 20 LPA,1,6.41,6.61,58,7.6,7.6,4,0,0,1,0,3,0,0,Average,Cybersecurity|Computer Networks|Database Management|Machine Learning|NLP|Deep Learning,81,66,39,30,51,34,66
ENG20210902,Meera Nair,Female,Information Technology,2,Full Stack Developer,Mobile Apps,Kinesthetic,10–20 LPA,0,6.95,7.15,58,6.2,5.7,2,1,0,0,1,1,1,1,Average,Network Security|Software Engineering|Web Technologies|API Design|Mobile App Development,73,52,22,33,39,52,71
ENG20210903,Tanmay Tiwari,Male,Information Technology,2,Full Stack Developer,Security,Visual,> 20 LPA,0,6.54,6.44,82,4.7,5.8,4,0,0,1,2,2,1,2,Average,DevOps|Network Security|Software Engineering|Web Technologies|API Design|Mobile App Development,62,44,35,30,56,51,48
ENG20240904,Nikhil Joshi,Male,Information Technology,8,Product Manager,Cloud Computing,Reading/Writing,3–6 LPA,0,6.23,6.15,78,4.6,7.3,2,1,1,0,1,0,1,0,Average,Network Security|DevOps|Mobile App Development|Industrial Internship & Project Management,57,63,17,14,42,52,46
ENG20210905,Deepa Bhat,Female,Computer Science,3,DevOps Engineer,Gaming Tech,Auditory,3–6 LPA,0,4.23,4.77,68,0.5,5.4,4,2,0,0,0,0,0,2,Below Average,Data Structures & Algorithms|Database Management|Cybersecurity|Cloud Computing|DevOps|Microservices Architecture,54,36,22,4,20,40,56
ENG20230906,Isha Banerjee,Female,Information Technology,7,Cybersecurity Analyst,Cloud Computing,Visual,> 20 LPA,0,7.21,7.42,78,7.3,7.1,3,1,0,0,2,0,0,2,Average,Network Security|API Design|Mobile App Development|Research Methodology & Technical Writing|Industrial Internship & Project Management,56,50,36,29,66,49,65
ENG20200907,Suraj Kaur,Other,Electrical,1,Power Engineer,EV Technology,Kinesthetic,6–10 LPA,0,5.43,5.43,88,3.2,7.0,4,3,1,1,2,4,0,0,Below Average,Smart Grid Technology|Renewable Energy Systems|Control Systems|Power Systems|Python Programming for Engineers|Advanced Engineering Mathematics,39,38,57,29,27,37,35
ENG20200908,Disha Nair,Female,Computer Science,1,Full Stack Developer,AI/ML,Reading/Writing,3–6 LPA,0,7.5,7.5,78,7.7,7.3,2,3,0,1,2,1,1,1,Good,Cybersecurity|Machine Learning|Database Management|Web Technologies|API Design|Mobile App Development,66,78,48,38,50,60,71
ENG20200909,Aanya Naik,Female,Computer Science,1,ML Engineer,Cloud Computing,Visual,> 20 LPA,0,6.04,6.04,70,6.0,7.6,5,5,0,1,0,1,0,0,Average,Cloud Computing|Database Management|Cybersecurity|Machine Learning|Deep Learning|Feature Engineering,56,73,25,20,51,55,59
ENG20200910,Aman Khanna,Male,Computer Science,1,ML Engineer,AI/ML,Visual,< 3 LPA,0,5.3,5.3,66,6.4,6.9,5,1,3,1,0,1,0,3,Below Average,Operating Systems|Computer Networks|Machine Learning|Deep Learning|Feature Engineering|Advanced Engineering Mathematics,66,44,31,19,48,36,57
ENG20230911,Payal Verma,Female,Electronics & Communication,7,RF Engineer,Robotics,Visual,6–10 LPA,0,6.94,6.98,80,5.9,6.3,3,2,2,1,2,0,1,1,Average,IoT Systems|Digital Signal Processing|5G Technology|Industrial Internship & Project Management,48,58,68,42,53,54,56
ENG20200912,Karan Menon,Male,Electronics & Communication,1,Signal Processing Engineer,Robotics,Visual,10–20 LPA,0,6.35,6.35,90,1.3,8.4,3,2,0,1,3,2,0,2,Average,Optical Communications|RF Engineering|VLSI Design|Technical Communication & Presentation Skills,48,54,72,26,61,40,55
ENG20230913,Kavya Desai,Female,Mechanical,6,R&D Engineer,Robotics,Kinesthetic,6–10 LPA,0,4.83,4.87,69,5.2,8.4,5,4,1,1,1,2,1,1,Below Average,Robotics & Automation|Finite Element Analysis|Thermodynamics|Python Programming for Engineers|Critical Thinking & Problem Solving|Academic Skill Development Workshop,20,56,27,65,44,47,30
ENG20230914,Lokesh Srivastava,Male,Data Science,6,Data Analyst,Research,Auditory,6–10 LPA,0,6.4,6.15,87,5.6,6.3,5,4,0,0,1,2,0,0,Average,Statistical Learning|Time Series Analysis|Deep Learning|Industrial Internship & Project Management,74,64,33,25,39,59,68
ENG20200915,Shreya Gupta,Female,Civil,1,Structural Engineer,Urban Planning,Kinesthetic,6–10 LPA,1,5.83,5.83,76,9.3,5.3,4,0,0,0,2,0,0,1,Average,Smart Infrastructure|Environmental Engineering|Transportation Engineering|Python Programming for Engineers|Critical Thinking & Problem Solving|Academic Skill Development Workshop,34,64,29,56,49,61,38
ENG20230916,Kavya Das,Female,Electrical,6,Smart Grid Engineer,EV Technology,Kinesthetic,3–6 LPA,0,5.93,6.16,94,4.5,6.6,3,1,1,1,3,0,0,1,Average,Power Systems|Renewable Energy Systems|Power Electronics|Python Programming for Engineers|Technical Communication & Presentation Skills|Academic Skill Development Workshop,41,54,58,38,34,33,51
ENG20220917,Aryan Chopra,Male,Electronics & Communication,5,VLSI Engineer,Robotics,Kinesthetic,6–10 LPA,0,4.02,4.0,68,2.6,6.9,1,1,4,1,3,0,3,0,At Risk,Optical Communications|VLSI Design|Embedded Systems|Digital Signal Processing|Advanced Engineering Mathematics|Technical Communication & Presentation Skills,48,36,56,23,34,33,29
ENG20220918,Nisha Rao,Female,Computer Science,4,Full Stack Developer,Gaming Tech,Reading/Writing,< 3 LPA,1,6.94,7.14,68,7.3,7.9,1,1,0,2,1,0,1,1,Good,Cloud Computing|Database Management|Machine Learning|Web Technologies|API Design|Mobile App Development,73,74,39,18,42,34,67
ENG20210919,Deepa Das,Female,Computer Science,2,Software Engineer,Cybersecurity,Kinesthetic,10–20 LPA,0,7.35,6.94,70,7.5,6.6,4,1,0,0,0,0,1,1,Average,Cloud Computing|Machine Learning|Computer Networks,95,52,41,38,53,49,67
ENG20200920,Sahil Bhat,Male,Mechanical,1,R&D Engineer,3D Printing,Visual,6–10 LPA,0,4.75,4.75,79,6.3,6.1,3,0,3,0,2,2,0,1,Below Average,Product Design|Thermodynamics|Manufacturing Processes|Python Programming for Engineers|Advanced Engineering Mathematics|Technical Communication & Presentation Skills,33,41,30,53,53,42,54
ENG20220921,Rahul Reddy,Male,Information Technology,4,Full Stack Developer,DevOps,Visual,3–6 LPA,0,5.0,5.24,81,2.4,6.0,3,0,2,0,2,1,0,1,Below Average,Microservices Architecture|Network Security|Mobile App Development|Web Technologies|API Design|Technical Communication & Presentation Skills,49,49,26,23,38,30,43
ENG20200922,Pragya Rajan,Female,Chemical,1,Petroleum Engineer,Biotechnology,Kinesthetic,3–6 LPA,0,6.69,6.69,100,7.8,7.5,5,4,0,2,0,0,0,1,Average,Polymer Engineering|Petroleum Refining|Reaction Engineering,46,56,42,55,43,62,47
ENG20230923,Aditya Mehta,Male,Chemical,6,Environmental Engineer,Biotechnology,Visual,< 3 LPA,0,6.73,6.93,95,5.2,5.7,3,3,1,0,1,2,1,0,Average,Polymer Engineering|Mass Transfer|Environmental Engineering|Python Programming for Engineers|Industrial Internship & Project Management,37,55,28,47,55,47,55
ENG20200924,Sarthak Menon,Other,Aerospace,1,Systems Engineer,Defense Tech,Reading/Writing,10–20 LPA,0,5.02,5.02,68,5.6,5.3,3,5,1,2,0,2,0,2,Below Average,Avionics|Flight Mechanics|Mission Analysis|Python Programming for Engineers|Academic Skill Development Workshop,34,69,39,59,45,46,71
ENG20230925,Aanya Iyer,Female,Chemical,7,R&D Scientist,Polymer Science,Kinesthetic,3–6 LPA,0,4.37,4.72,86,6.0,8.8,4,6,4,0,2,2,1,1,At Risk,Process Control|Green Chemistry|Environmental Engineering|Python Programming for Engineers|Technical Communication & Presentation Skills|Academic Skill Development Workshop,41,58,26,49,37,37,52
ENG20200926,Disha Gupta,Female,Biomedical,1,Clinical Data Analyst,Wearable Tech,Auditory,3–6 LPA,0,7.93,7.93,93,9.4,6.4,5,4,0,1,2,1,0,0,Good,Bioinformatics|Drug Discovery ML|Biomechanics,57,67,59,40,35,75,74
ENG20240927,Jatin Ghosh,Male,Computer Science,8,DevOps Engineer,Web Development,Kinesthetic,6–10 LPA,1,5.12,5.07,72,3.3,6.8,3,0,2,1,2,4,0,2,Below Average,Cloud Computing|Database Management|Data Structures & Algorithms|DevOps|Microservices Architecture|Advanced Engineering Mathematics,61,34,28,21,38,36,58
ENG20210928,Harsh Verma,Male,Electrical,3,Control Systems Engineer,EV Technology,Reading/Writing,6–10 LPA,0,6.39,6.34,99,5.8,5.9,1,3,1,2,2,1,0,0,Average,Control Systems|Smart Grid Technology|Renewable Energy Systems,48,70,67,35,34,64,59
ENG20200929,Rohan Ahuja,Male,Information Technology,1,Product Manager,DevOps,Auditory,10–20 LPA,0,7.92,7.92,89,7.2,7.3,3,2,0,1,3,0,1,3,Good,DevOps|Mobile App Development|API Design,54,54,30,37,48,73,60
ENG20240930,Rahul Rao,Male,Civil,8,BIM Manager,Smart Cities,Visual,3–6 LPA,0,7.73,7.75,97,7.9,7.3,3,3,0,3,3,0,1,0,Good,Transportation Engineering|BIM|Smart Infrastructure|Python Programming for Engineers|Research Methodology & Technical Writing|Industrial Internship & Project Management,33,62,27,64,86,58,55
ENG20230931,Pranav Malhotra,Male,Chemical,7,R&D Scientist,Process Control,Visual,6–10 LPA,0,6.91,7.07,73,8.0,5.8,3,4,0,3,1,1,1,1,Good,Mass Transfer|Green Chemistry|Polymer Engineering|Python Programming for Engineers|Industrial Internship & Project Management,43,77,45,51,48,50,64
